DUID,dbin,q,ratio,price,n,norm
OSB-AG,0..+3h (post),0.1,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.1,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.1,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.1,2.08420413122722,514.59,49,MAXAVAIL
QPS5,-6..-3h,0.1,139.68272852018,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.1,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.1,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.1,0.1,-999.4,152,MAXAVAIL
TORRB2,<=-24h,0.1,0.1,-999.799999999998,62,MAXAVAIL
TORRB2,-12..-6h,0.1,0.1,-999.800000000002,18,MAXAVAIL
TORRB2,-1..0h,0.1,0.1,-999.699999999999,21,MAXAVAIL
TORRB2,-6..-3h,0.1,0.1,-999.7,20,MAXAVAIL
TORRB2,-3..-1h,0.1,0.1,-999.699999999999,16,MAXAVAIL
TORRB3,<=-24h,0.1,0.1,-999.400000000001,88,MAXAVAIL
TORRB3,0..+3h (post),0.1,0.1,-999.399999999999,177,MAXAVAIL
TORRB3,-12..-6h,0.1,0.1,-999.7,23,MAXAVAIL
TORRB3,-6..-3h,0.1,0.1,-999.699999999999,15,MAXAVAIL
TORRB4,0..+3h (post),0.1,0.1,-999.400000000001,165,MAXAVAIL
TORRB4,<=-24h,0.1,0.1,-999.400000000001,39,MAXAVAIL
TORRB4,-12..-6h,0.1,0.1,-999.799999999999,19,MAXAVAIL
TORRB4,-1..0h,0.1,0.1,-999.699999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.1,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.15,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.15,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.15,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.15,99.721312213991,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.15,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.15,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.15,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.15,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.15,39.0828613533718,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.15,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.15,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.15,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.15,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.15,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.15,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.15,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.15,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.15,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.15,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.15,2.08420413122722,514.59,49,MAXAVAIL
QPS5,-6..-3h,0.15,139.68272852018,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.15,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.15,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.15,0.1,-999.4,152,MAXAVAIL
TORRB2,<=-24h,0.15,0.1,-999.799999999998,62,MAXAVAIL
TORRB2,-12..-6h,0.15,0.1,-999.800000000002,18,MAXAVAIL
TORRB2,-1..0h,0.15,0.1,-999.699999999999,21,MAXAVAIL
TORRB2,-6..-3h,0.15,0.1,-999.7,20,MAXAVAIL
TORRB2,-3..-1h,0.15,0.1,-999.699999999999,16,MAXAVAIL
TORRB3,<=-24h,0.15,0.1,-999.400000000001,88,MAXAVAIL
TORRB3,0..+3h (post),0.15,0.1,-999.399999999999,177,MAXAVAIL
TORRB3,-12..-6h,0.15,0.1,-999.7,23,MAXAVAIL
TORRB3,-6..-3h,0.15,0.1,-999.699999999999,15,MAXAVAIL
TORRB4,0..+3h (post),0.15,0.1,-999.400000000001,165,MAXAVAIL
TORRB4,<=-24h,0.15,0.1,-999.400000000001,39,MAXAVAIL
TORRB4,-12..-6h,0.15,0.1,-999.799999999999,19,MAXAVAIL
TORRB4,-1..0h,0.15,0.1,-999.699999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.15,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.2,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.2,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.2,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.2,99.721312213991,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.2,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.2,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.2,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.2,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.2,39.0828613533718,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.2,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.2,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.2,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.2,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.2,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.2,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.2,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.2,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.2,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.2,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.2,2.08420413122722,514.59,49,MAXAVAIL
QPS5,-6..-3h,0.2,139.68272852018,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.2,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.2,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.2,0.1,-999.399999999999,152,MAXAVAIL
TORRB2,<=-24h,0.2,0.1,-999.799999999998,62,MAXAVAIL
TORRB2,-12..-6h,0.2,0.1,-999.800000000002,18,MAXAVAIL
TORRB2,-1..0h,0.2,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.2,0.1,-999.7,20,MAXAVAIL
TORRB2,-3..-1h,0.2,0.1,-999.699999999999,16,MAXAVAIL
TORRB3,<=-24h,0.2,0.1,-999.400000000001,88,MAXAVAIL
TORRB3,0..+3h (post),0.2,0.1,-999.399999999999,177,MAXAVAIL
TORRB3,-12..-6h,0.2,0.1,-999.7,23,MAXAVAIL
TORRB3,-6..-3h,0.2,0.1,-999.699999999999,15,MAXAVAIL
TORRB4,0..+3h (post),0.2,0.1,-999.400000000001,165,MAXAVAIL
TORRB4,<=-24h,0.2,0.1,-999.400000000001,39,MAXAVAIL
TORRB4,-12..-6h,0.2,0.1,-999.799999999999,19,MAXAVAIL
TORRB4,-1..0h,0.2,0.1,-999.699999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.2,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.25,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.25,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.25,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.25,100.149213475876,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.25,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.25,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.25,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.25,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.25,39.0828613533718,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.25,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.25,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.25,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.25,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.25,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.25,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.25,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.25,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.25,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.25,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.25,67.5737567352708,15300.05,49,MAXAVAIL
QPS5,-6..-3h,0.25,140.599614041536,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.25,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.25,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.25,0.836874251022651,99.96,152,MAXAVAIL
TORRB2,<=-24h,0.25,0.1,-999.399999999998,62,MAXAVAIL
TORRB2,-12..-6h,0.25,0.1,-999.799999999999,18,MAXAVAIL
TORRB2,-1..0h,0.25,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.25,0.1,-999.55,20,MAXAVAIL
TORRB2,-3..-1h,0.25,0.1,-999.4,16,MAXAVAIL
TORRB3,<=-24h,0.25,0.1,-999.399999999998,88,MAXAVAIL
TORRB3,0..+3h (post),0.25,0.1,-999.399999999997,177,MAXAVAIL
TORRB3,-12..-6h,0.25,0.1,-999.400000000001,23,MAXAVAIL
TORRB3,-6..-3h,0.25,0.1,-999.699999999999,15,MAXAVAIL
TORRB4,0..+3h (post),0.25,0.1,-999.4,165,MAXAVAIL
TORRB4,<=-24h,0.25,50.4613497588642,15098.49,39,MAXAVAIL
TORRB4,-12..-6h,0.25,1.22727656198107,229.85,19,MAXAVAIL
TORRB4,-1..0h,0.25,0.1,-999.699999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.25,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.3,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.3,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.3,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.3,119.636939548583,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.3,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.3,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.3,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.3,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.3,39.0828613533718,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.3,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.3,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.3,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.3,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.3,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.3,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.3,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.3,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.3,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.3,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.3,97.5644050503765,15300.05,49,MAXAVAIL
QPS5,-6..-3h,0.3,140.599614041537,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.3,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.3,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.3,0.925481191178709,138.01,152,MAXAVAIL
TORRB2,<=-24h,0.3,43.1845632985639,12914.75,62,MAXAVAIL
TORRB2,-12..-6h,0.3,0.1,-999.55,18,MAXAVAIL
TORRB2,-1..0h,0.3,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.3,0.1,-999.400000000001,20,MAXAVAIL
TORRB2,-3..-1h,0.3,0.1,-999.4,16,MAXAVAIL
TORRB3,<=-24h,0.3,56.5844275295454,15490.7,88,MAXAVAIL
TORRB3,0..+3h (post),0.3,0.1,0,177,MAXAVAIL
TORRB3,-12..-6h,0.3,0.657065647389378,138,23,MAXAVAIL
TORRB3,-6..-3h,0.3,0.1,-999.699999999998,15,MAXAVAIL
TORRB4,0..+3h (post),0.3,0.1,-999.399999999999,165,MAXAVAIL
TORRB4,<=-24h,0.3,50.4613497588642,15098.49,39,MAXAVAIL
TORRB4,-12..-6h,0.3,1.27533176780151,238.849999999999,19,MAXAVAIL
TORRB4,-1..0h,0.3,0.1,-999.699999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.3,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.35,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.35,61.7843855520311,15095.47,33,MAXAVAIL
BARKIPS1,-12..-6h,0.35,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.35,119.636939548583,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.35,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.35,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.35,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.35,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.35,42.0460014692099,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.35,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.35,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.35,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.35,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.35,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.35,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.35,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.35,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.35,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.35,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.35,118.110622201637,15300.05,49,MAXAVAIL
QPS5,-6..-3h,0.35,140.599614041537,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.35,118.110622201637,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.35,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.35,1.11587481897449,143.995,152,MAXAVAIL
TORRB2,<=-24h,0.35,43.1845632985639,12914.75,62,MAXAVAIL
TORRB2,-12..-6h,0.35,0.1,-999.55,18,MAXAVAIL
TORRB2,-1..0h,0.35,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.35,0.1,-999.400000000001,20,MAXAVAIL
TORRB2,-3..-1h,0.35,0.55299955535145,-430.695,16,MAXAVAIL
TORRB3,<=-24h,0.35,56.5844275295454,15490.7,88,MAXAVAIL
TORRB3,0..+3h (post),0.35,0.1,0,177,MAXAVAIL
TORRB3,-12..-6h,0.35,0.657065647389378,138,23,MAXAVAIL
TORRB3,-6..-3h,0.35,0.1,-999.699999999998,15,MAXAVAIL
TORRB4,0..+3h (post),0.35,0.1,-999.399999999999,165,MAXAVAIL
TORRB4,<=-24h,0.35,50.4613497588642,15098.49,39,MAXAVAIL
TORRB4,-12..-6h,0.35,2.39386503304379,247.98,19,MAXAVAIL
TORRB4,-1..0h,0.35,0.1,-999.399999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.35,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.4,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.4,99.721312213991,15493.8,33,MAXAVAIL
BARKIPS1,-12..-6h,0.4,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.4,119.636939548583,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.4,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.4,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.4,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.4,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.4,42.0460014692099,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.4,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.4,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.4,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.4,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.4,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.4,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.4,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.4,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.4,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.4,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.4,118.110622201637,15300.05,49,MAXAVAIL
QPS5,-6..-3h,0.4,140.599614041537,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.4,138.765842998824,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.4,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.4,1.21027340160869,175.93,152,MAXAVAIL
TORRB2,<=-24h,0.4,43.4402040045586,12914.75,62,MAXAVAIL
TORRB2,-12..-6h,0.4,0.1,-999.55,18,MAXAVAIL
TORRB2,-1..0h,0.4,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.4,0.1,-999.400000000001,20,MAXAVAIL
TORRB2,-3..-1h,0.4,22.409046148761,6586.79,16,MAXAVAIL
TORRB3,<=-24h,0.4,56.5844275295455,15490.7,88,MAXAVAIL
TORRB3,0..+3h (post),0.4,0.657065647389378,117.99,177,MAXAVAIL
TORRB3,-12..-6h,0.4,0.983828146610354,175.94,23,MAXAVAIL
TORRB3,-6..-3h,0.4,0.1,-999.699999999998,15,MAXAVAIL
TORRB4,0..+3h (post),0.4,0.1,-999.399999999999,165,MAXAVAIL
TORRB4,<=-24h,0.4,50.4613497588642,15098.49,39,MAXAVAIL
TORRB4,-12..-6h,0.4,2.39386503304379,247.98,19,MAXAVAIL
TORRB4,-1..0h,0.4,0.1,-999.399999999999,21,MAXAVAIL
TORRB4,-6..-3h,0.4,0.1,-999.400000000001,15,MAXAVAIL
BARKIPS1,<=-24h,0.45,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.45,99.721312213991,15493.8,33,MAXAVAIL
BARKIPS1,-12..-6h,0.45,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.45,120.137549131461,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.45,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.45,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.45,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.45,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.45,42.0460014692099,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.45,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.45,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.45,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.45,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.45,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.45,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.45,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.45,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.45,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.45,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.45,118.110622201637,15300.05,49,MAXAVAIL
QPS5,-6..-3h,0.45,140.599614041537,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.45,138.765842998824,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.45,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.45,1.28248303410673,175.94,152,MAXAVAIL
TORRB2,<=-24h,0.45,47.1749976074158,12917.98,62,MAXAVAIL
TORRB2,-12..-6h,0.45,0.1,-999.400000000001,18,MAXAVAIL
TORRB2,-1..0h,0.45,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.45,0.1,-999.400000000001,20,MAXAVAIL
TORRB2,-3..-1h,0.45,22.409046148761,6673.335,16,MAXAVAIL
TORRB3,<=-24h,0.45,56.5844275295455,15490.7,88,MAXAVAIL
TORRB3,0..+3h (post),0.45,0.657065647389378,117.99,177,MAXAVAIL
TORRB3,-12..-6h,0.45,1.1390117559837,179.88,23,MAXAVAIL
TORRB3,-6..-3h,0.45,0.1,-999.699999999998,15,MAXAVAIL
TORRB4,0..+3h (post),0.45,0.1,-999.399999999998,165,MAXAVAIL
TORRB4,<=-24h,0.45,50.4613497588642,15098.49,39,MAXAVAIL
TORRB4,-12..-6h,0.45,3.36876796750259,348.97,19,MAXAVAIL
TORRB4,-1..0h,0.45,0.782876831452331,99.9300000000001,21,MAXAVAIL
TORRB4,-6..-3h,0.45,0.1,-999.4,15,MAXAVAIL
BARKIPS1,<=-24h,0.5,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.5,119.636939548583,15493.8,33,MAXAVAIL
BARKIPS1,-12..-6h,0.5,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.5,120.638158714339,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.5,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.5,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.5,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.5,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.5,42.0460014692099,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.5,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.5,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.5,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.5,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.5,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.5,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.5,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.5,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.5,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.5,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.5,118.110622201637,15300.05,49,MAXAVAIL
QPS5,-6..-3h,0.5,140.599614041537,15300.05,16,MAXAVAIL
QPS5,-12..-6h,0.5,138.765842998824,15300.05,15,MAXAVAIL
QPS5,-24..-12h,0.5,118.110622201637,15300.05,28,MAXAVAIL
TORRB2,0..+3h (post),0.5,1.87454254384059,454.810000000001,152,MAXAVAIL
TORRB2,<=-24h,0.5,47.1749976074158,12917.98,62,MAXAVAIL
TORRB2,-12..-6h,0.5,0.1,-999.400000000001,18,MAXAVAIL
TORRB2,-1..0h,0.5,0.1,-999.699999999998,21,MAXAVAIL
TORRB2,-6..-3h,0.5,0.1,-999.400000000001,20,MAXAVAIL
TORRB2,-3..-1h,0.5,25.9196190259138,7723.73,16,MAXAVAIL
TORRB3,<=-24h,0.5,56.5844275295455,15490.7,88,MAXAVAIL
TORRB3,0..+3h (post),0.5,1.1390117559837,149.98,177,MAXAVAIL
TORRB3,-12..-6h,0.5,1.27533176780151,247.98,23,MAXAVAIL
TORRB3,-6..-3h,0.5,0.1,-999.699999999998,15,MAXAVAIL
TORRB4,0..+3h (post),0.5,0.1,-999.399999999998,165,MAXAVAIL
TORRB4,<=-24h,0.5,50.4613497588642,15098.49,39,MAXAVAIL
TORRB4,-12..-6h,0.5,3.36876796750259,560.649999999999,19,MAXAVAIL
TORRB4,-1..0h,0.5,0.782876831452331,99.9300000000001,21,MAXAVAIL
TORRB4,-6..-3h,0.5,0.1,-999.4,15,MAXAVAIL
BARKIPS1,<=-24h,0.55,140.673197518728,15493.8,101,MAXAVAIL
BARKIPS1,-24..-12h,0.55,119.636939548583,15493.8,33,MAXAVAIL
BARKIPS1,-12..-6h,0.55,99.721312213991,15493.8,17,MAXAVAIL
BARKIPS1,0..+3h (post),0.55,120.638158714339,15493.8,42,MAXAVAIL
DRYCGT1,<=-24h,0.55,39.0828613533718,13114.43,18,MAXAVAIL
DRYCGT2,<=-24h,0.55,39.0828613533718,13114.43,42,MAXAVAIL
DRYCGT2,0..+3h (post),0.55,39.0828613533718,13114.43,16,MAXAVAIL
DRYCGT3,<=-24h,0.55,39.0828613533718,13114.43,56,MAXAVAIL
DRYCGT3,0..+3h (post),0.55,42.0460014692099,13114.43,22,MAXAVAIL
MINTARO,<=-24h,0.55,125.901634241245,16178.36,1171,MAXAVAIL
MINTARO,-6..-3h,0.55,125.901634241245,16178.36,78,MAXAVAIL
MINTARO,0..+3h (post),0.55,125.901634241245,16178.36,244,MAXAVAIL
MINTARO,-12..-6h,0.55,125.901634241245,16178.36,153,MAXAVAIL
MINTARO,-24..-12h,0.55,92.6688034188036,15179.15,46,MAXAVAIL
MINTARO,-1..0h,0.55,130.15575221239,16178.36,26,MAXAVAIL
MINTARO,-3..-1h,0.55,125.901634241245,16178.36,17,MAXAVAIL
OSB-AG,0..+3h (post),0.55,0.1,-999.55,18,MAXAVAIL
PPCCGT,<=-24h,0.55,0.1,-998.399999999997,56,MAXAVAIL
QPS5,<=-24h,0.55,138.765842998824,15300.05,264,MAXAVAIL
QPS5,0..+3h (post),0.55,118.110622201637,15300.05,49,MAXAVAIL
