eid,station,reason2,yr,n_int,hit_issue,hit_any,frac_piv,hit_any_ex
445,torrens_island_b,security_generic,2022,97,0,0,0,0
446,torrens_island_b,security_generic,2022,265,0,1,0.513207547169811,0
447,torrens_island_b,security_generic,2022,198,1,1,0.944444444444444,0
448,torrens_island_b,security_generic,2022,1848,1,1,0.880411255411256,1
449,torrens_island_b,security_generic,2022,666,1,1,0.855855855855856,1
450,torrens_island_b,security_generic,2022,114,1,1,0.991228070175439,0
451,torrens_island_b,security_generic,2022,90,0,0,0,0
452,torrens_island_b,security_generic,2022,772,1,1,0.424870466321244,0
453,osborne_gt_st,security_generic,2022,77,0,0,0,0
454,torrens_island_b,security_generic,2022,101,0,1,0.0891089108910891,0
455,torrens_island_b,security_generic,2022,198,1,1,0.409090909090909,0
456,torrens_island_b,security_generic,2022,108,0,1,0.0185185185185185,0
457,torrens_island_b,security_generic,2022,778,1,1,0.908740359897172,0
458,torrens_island_b,security_generic,2022,666,1,1,0.900900900900901,0
459,torrens_island_b,security_generic,2022,144,1,1,0.284722222222222,0
460,torrens_island_b,security_generic,2022,159,1,1,0.257861635220126,0
461,torrens_island_b,security_generic,2022,150,1,1,0.953333333333333,0
462,torrens_island_b,security_generic,2022,450,1,1,0.717777777777778,0
463,torrens_island_b,security_generic,2022,180,1,1,0.411111111111111,0
464,torrens_island_b,security_generic,2022,195,1,1,0.692307692307692,0
465,torrens_island_b,security_generic,2022,133,1,1,0.0451127819548872,1
466,torrens_island_b,security_generic,2022,90,1,1,0.4,0
467,torrens_island_b,security_generic,2022,151,1,1,0.158940397350993,1
468,torrens_island_b,security_generic,2022,384,1,1,0.9921875,0
469,torrens_island_b,security_generic,2022,121,0,1,0.942148760330578,0
470,torrens_island_b,security_generic,2022,479,1,1,0.974947807933194,0
471,torrens_island_b,security_generic,2022,113,0,1,0.991150442477876,0
472,torrens_island_b,security_generic,2022,102,1,1,1,0
473,torrens_island_b,security_generic,2022,843,1,1,0.838671411625148,0
474,torrens_island_b,security_generic,2022,96,1,1,0.96875,0
475,torrens_island_b,security_generic,2022,169,1,1,0.378698224852071,0
476,torrens_island_b,security_generic,2022,59,0,0,0,0
477,torrens_island_b,security_generic,2022,59,0,0,0,0
478,torrens_island_b,security_generic,2022,90,0,0,0,0
479,torrens_island_b,security_generic,2022,72,0,0,0,0
480,torrens_island_b,security_generic,2022,126,1,1,0.896825396825397,0
481,torrens_island_b,security_generic,2022,119,0,1,0.890756302521008,0
482,dry_creek,security_generic,2022,5,0,0,0,0
483,dry_creek,security_generic,2022,5,0,0,0,0
484,torrens_island_b,security_generic,2022,103,1,1,0.0388349514563107,0
485,torrens_island_b,security_generic,2022,252,1,1,0.575396825396825,0
486,torrens_island_b,security_generic,2022,115,0,0,0,0
487,torrens_island_b,security_generic,2022,70,0,0,0,0
488,torrens_island_b,security_generic,2022,16,0,0,0,0
489,torrens_island_b,security_generic,2022,70,0,0,0,0
490,torrens_island_b,security_generic,2022,114,1,1,0.0263157894736842,0
491,torrens_island_b,security_generic,2022,95,0,0,0,0
492,torrens_island_b,security_generic,2022,90,0,0,0,0
493,torrens_island_b,security_generic,2022,90,0,0,0,0
494,torrens_island_b,security_generic,2022,90,0,1,0.244444444444444,0
495,torrens_island_b,security_generic,2022,90,0,1,0.1,0
496,torrens_island_b,security_generic,2022,187,1,1,0.363636363636364,0
497,torrens_island_b,security_generic,2022,96,0,0,0,0
498,torrens_island_b,security_generic,2022,83,0,0,0,0
499,torrens_island_b,security_generic,2022,495,1,1,0.781818181818182,1
500,torrens_island_b,security_generic,2022,461,1,1,0.811279826464208,1
501,dry_creek,security_generic,2022,9,0,0,0,0
502,dry_creek,security_generic,2022,9,0,0,0,0
503,torrens_island_b,security_generic,2022,162,1,1,0.283950617283951,0
504,torrens_island_b,security_generic,2022,1267,1,1,0.947908445146014,0
505,torrens_island_b,security_generic,2022,486,1,1,0.919753086419753,0
506,torrens_island_b,security_generic,2022,963,1,1,0.828660436137072,0
507,torrens_island_b,security_generic,2022,95,0,0,0,0
508,torrens_island_b,security_generic,2022,85,0,0,0,0
509,torrens_island_b,security_generic,2022,81,0,0,0,0
510,torrens_island_b,security_generic,2022,155,0,1,0.109677419354839,0
511,torrens_island_b,security_generic,2022,113,0,1,0.150442477876106,0
512,torrens_island_b,security_generic,2022,108,0,0,0,0
513,torrens_island_b,security_generic,2022,7,0,0,0,0
514,torrens_island_b,security_generic,2022,45,0,1,0.222222222222222,0
515,dry_creek,security_generic,2022,32,0,0,0,0
516,dry_creek,security_generic,2022,32,0,0,0,0
517,torrens_island_b,security_generic,2022,77,0,0,0,0
518,torrens_island_b,security_generic,2022,59,0,0,0,0
519,torrens_island_b,security_generic,2022,174,1,1,0.431034482758621,0
520,torrens_island_b,security_generic,2022,106,0,0,0,0
521,torrens_island_b,security_generic,2022,109,0,0,0,0
522,torrens_island_b,security_generic,2022,79,0,0,0,0
523,torrens_island_b,security_generic,2022,114,0,1,0.192982456140351,0
524,torrens_island_b,security_generic,2022,95,0,1,0.0947368421052632,0
527,torrens_island_b,security_generic,2022,96,0,0,0,0
528,torrens_island_b,security_generic,2022,189,1,1,0.349206349206349,0
529,torrens_island_b,security_generic,2022,72,0,0,0,0
530,torrens_island_b,security_generic,2022,96,0,0,0,0
531,torrens_island_b,security_generic,2022,92,0,1,0.315217391304348,0
532,torrens_island_b,security_generic,2022,661,1,1,0.978819969742814,1
533,torrens_island_b,security_generic,2022,913,1,1,0.889375684556408,0
534,torrens_island_b,security_generic,2022,378,1,1,0.674603174603175,0
535,dry_creek,security_generic,2022,18,0,0,0,0
536,dry_creek,security_generic,2022,18,0,0,0,0
537,torrens_island_b,security_generic,2022,59,0,0,0,0
538,torrens_island_b,security_generic,2022,155,1,1,0.232258064516129,0
539,torrens_island_b,security_generic,2022,162,1,1,0.265432098765432,0
540,torrens_island_b,security_generic,2022,150,1,1,0.24,0
541,torrens_island_b,security_generic,2022,162,1,1,0.265432098765432,0
542,torrens_island_b,security_generic,2022,2,0,0,0,0
543,dry_creek,security_generic,2022,18,0,0,0,0
544,dry_creek,security_generic,2022,18,0,0,0,0
545,torrens_island_b,security_generic,2022,45,0,0,0,0
546,torrens_island_b,security_generic,2022,149,1,1,0.201342281879195,0
547,torrens_island_b,security_generic,2022,65,0,0,0,0
548,torrens_island_b,security_generic,2022,126,1,1,0.0873015873015873,0
549,torrens_island_b,security_generic,2022,72,0,1,0.0555555555555556,0
550,torrens_island_b,security_generic,2022,211,1,1,0.431279620853081,0
551,torrens_island_b,security_generic,2022,204,1,1,0.411764705882353,0
552,osborne_gt_st,security_generic,2022,65,0,0,0,0
553,osborne_gt_st,security_generic,2022,133,0,1,0.0676691729323308,0
554,torrens_island_b,security_generic,2022,65,0,1,0.0461538461538462,0
555,osborne_gt_st,security_generic,2022,18,0,0,0,0
556,torrens_island_b,security_generic,2022,65,0,1,0.384615384615385,0
557,torrens_island_b,security_generic,2022,47,0,0,0,0
558,torrens_island_b,security_generic,2022,149,1,1,0.355704697986577,0
559,torrens_island_b,security_generic,2022,108,1,1,0.0555555555555556,0
560,torrens_island_b,security_generic,2022,78,1,1,1,0
561,torrens_island_b,security_generic,2022,353,1,1,0.526912181303116,0
562,dry_creek,security_generic,2022,5,0,0,0,0
563,dry_creek,security_generic,2022,5,0,0,0,0
564,dry_creek,security_generic,2022,2,0,0,0,0
565,dry_creek,security_generic,2022,43,0,0,0,0
566,dry_creek,security_generic,2022,41,0,0,0,0
567,quarantine_5,security_generic,2022,20,0,0,0,0
568,dry_creek,security_generic,2022,25,0,0,0,0
569,dry_creek,security_generic,2022,25,0,0,0,0
570,torrens_island_b,security_generic,2022,47,1,1,1,0
571,torrens_island_b,security_generic,2022,738,1,1,0.58130081300813,0
572,dry_creek,security_generic,2022,25,0,0,0,0
573,dry_creek,security_generic,2022,25,0,0,0,0
574,torrens_island_b,security_generic,2022,47,1,1,1,0
575,torrens_island_b,security_generic,2022,167,1,1,0.419161676646707,0
576,torrens_island_b,security_generic,2022,151,1,1,0.390728476821192,0
577,torrens_island_b,security_generic,2022,61,0,1,0.295081967213115,0
578,torrens_island_b,security_generic,2022,57,0,1,0.473684210526316,0
579,torrens_island_b,security_generic,2022,150,1,1,0.213333333333333,0
580,torrens_island_b,security_generic,2022,157,1,1,0.363057324840764,0
581,torrens_island_b,security_generic,2022,139,1,1,0.661870503597122,0
582,torrens_island_b,security_generic,2022,299,1,1,0.672240802675585,1
583,dry_creek,security_generic,2022,25,0,0,0,0
584,dry_creek,security_generic,2022,23,0,0,0,0
585,dry_creek,security_generic,2022,25,0,0,0,0
586,dry_creek,security_generic,2022,23,0,0,0,0
587,torrens_island_b,security_generic,2022,160,1,1,0.30625,1
588,dry_creek,security_generic,2022,24,0,0,0,0
589,dry_creek,security_generic,2022,24,0,0,0,0
590,torrens_island_b,security_generic,2022,203,0,1,0.226600985221675,1
591,torrens_island_b,security_generic,2022,204,0,1,0.225490196078431,0
592,osborne_gt_st,security_generic,2022,7,0,0,0,0
593,quarantine_5,security_generic,2022,31,0,0,0,0
594,torrens_island_b,security_generic,2022,288,0,1,0.204861111111111,1
595,torrens_island_b,security_generic,2022,204,0,1,0.17156862745098,1
596,torrens_island_b,security_generic,2022,95,0,0,0,0
597,bips,security_generic,2022,8,0,0,0,0
598,bips,security_generic,2022,54,0,0,0,0
599,torrens_island_b,security_generic,2022,72,0,0,0,0
600,torrens_island_b,security_generic,2022,450,1,1,0.728888888888889,0
601,torrens_island_b,security_generic,2022,456,1,1,0.703947368421053,0
602,torrens_island_b,security_generic,2022,168,1,1,0.285714285714286,0
603,torrens_island_b,security_generic,2022,150,1,1,0.2,1
604,torrens_island_b,security_generic,2022,239,0,1,0.807531380753138,0
605,torrens_island_b,security_generic,2022,144,1,1,0.680555555555556,0
606,torrens_island_b,security_generic,2022,205,1,1,0.341463414634146,0
607,torrens_island_b,security_generic,2022,738,1,1,0.718157181571816,0
608,torrens_island_b,security_generic,2022,2,0,0,0,0
609,bips,security_generic,2022,15,0,0,0,0
610,torrens_island_b,security_generic,2022,67,0,1,0.895522388059702,0
611,torrens_island_b,security_generic,2022,191,1,1,0.696335078534031,0
612,bips,security_generic,2022,9,0,0,0,0
613,torrens_island_b,security_generic,2022,77,1,1,1,0
614,torrens_island_b,security_generic,2022,1044,1,1,0.925287356321839,0
615,torrens_island_b,security_generic,2022,1348,0,1,0.806379821958457,0
616,torrens_island_b,security_generic,2022,41,0,0,0,0
617,torrens_island_b,security_generic,2022,209,0,1,0.468899521531101,0
618,torrens_island_b,security_generic,2022,77,0,0,0,0
619,torrens_island_b,security_generic,2022,162,1,1,0.259259259259259,0
620,torrens_island_b,security_generic,2022,78,0,0,0,0
621,quarantine_5,security_generic,2022,54,0,1,0.777777777777778,0
622,torrens_island_b,security_generic,2022,333,1,1,0.387387387387387,0
623,osborne_gt_st,security_generic,2022,27,0,0,0,0
624,quarantine_5,security_generic,2022,121,1,1,0.0165289256198347,0
625,torrens_island_b,security_generic,2022,355,1,1,0.563380281690141,0
626,quarantine_5,security_generic,2022,342,1,1,0.616959064327485,0
627,torrens_island_b,security_generic,2022,65,0,1,0.184615384615385,0
628,torrens_island_b,security_generic,2022,65,0,1,0.184615384615385,0
629,torrens_island_b,security_generic,2022,167,1,1,0.287425149700599,0
630,torrens_island_b,security_generic,2022,60,0,0,0,0
631,torrens_island_b,security_generic,2022,432,1,1,0.62037037037037,1
632,torrens_island_b,security_generic,2022,498,1,1,0.656626506024096,1
633,torrens_island_b,security_generic,2022,59,0,0,0,0
634,torrens_island_b,security_generic,2022,371,0,1,0.555256064690027,0
635,torrens_island_b,security_generic,2022,473,1,1,0.581395348837209,0
636,torrens_island_b,security_generic,2022,288,1,1,0.336805555555556,1
637,torrens_island_b,security_generic,2022,216,1,1,0.421296296296296,1
638,torrens_island_b,security_generic,2022,90,0,1,0.633333333333333,1
639,torrens_island_b,security_generic,2022,805,1,1,0.526708074534161,1
640,osborne_gt_st,security_generic,2022,78,0,1,0.0256410256410256,0
641,torrens_island_b,security_generic,2022,798,1,1,0.522556390977444,1
642,bips,security_generic,2022,28,0,0,0,0
643,pelican_point_gt,security_generic,2022,227,0,0,0,0
644,torrens_island_b,security_generic,2022,455,1,1,0.606593406593407,1
645,torrens_island_b,security_generic,2022,479,1,1,0.588726513569937,1
646,torrens_island_b,security_generic,2022,101,0,1,0.108910891089109,0
647,torrens_island_b,security_generic,2022,97,0,0,0,0
648,quarantine_5,security_generic,2022,67,0,0,0,0
649,torrens_island_b,security_generic,2022,193,1,1,0.378238341968912,0
650,torrens_island_b,security_generic,2022,90,0,0,0,0
651,torrens_island_b,security_generic,2022,95,0,0,0,0
652,torrens_island_b,security_generic,2022,72,0,0,0,0
653,torrens_island_b,security_generic,2022,77,0,0,0,0
654,torrens_island_b,security_generic,2022,169,1,1,0.562130177514793,0
655,torrens_island_b,security_generic,2022,78,0,0,0,0
656,torrens_island_b,security_generic,2022,90,0,0,0,0
657,torrens_island_b,security_generic,2022,78,0,0,0,0
658,torrens_island_b,security_generic,2022,90,0,0,0,0
659,torrens_island_b,security_generic,2022,90,0,0,0,0
660,torrens_island_b,security_generic,2022,61,0,0,0,0
661,torrens_island_b,security_generic,2022,168,1,1,0.351190476190476,0
662,torrens_island_b,security_generic,2022,192,1,1,0.369791666666667,0
663,torrens_island_b,security_generic,2022,194,1,1,0.34020618556701,0
664,torrens_island_b,security_generic,2022,185,1,1,0.356756756756757,0
665,torrens_island_b,security_generic,2022,95,0,0,0,0
666,torrens_island_b,security_generic,2022,95,0,1,0.410526315789474,0
667,quarantine_5,security_generic,2022,92,0,0,0,0
668,torrens_island_b,security_generic,2022,78,1,1,1,0
669,torrens_island_b,security_generic,2022,516,0,1,0.608527131782946,0
670,quarantine_5,security_generic,2022,31,0,0,0,0
671,quarantine_5,security_generic,2022,59,0,0,0,0
672,quarantine_5,security_generic,2022,24,0,0,0,0
673,torrens_island_b,security_generic,2022,187,0,1,0.304812834224599,0
674,torrens_island_b,security_generic,2022,378,0,1,0.62962962962963,0
675,torrens_island_b,security_generic,2022,48,1,1,1,0
676,osborne_gt_st,security_generic,2022,27,0,0,0,0
677,torrens_island_b,security_generic,2022,239,0,1,0.585774058577406,0
678,torrens_island_b,security_generic,2022,329,1,1,0.990881458966565,0
679,torrens_island_b,security_generic,2022,761,1,1,0.730617608409987,0
680,quarantine_5,security_generic,2022,157,1,1,0.235668789808917,0
681,quarantine_5,security_generic,2022,72,0,0,0,0
682,quarantine_5,security_generic,2022,745,1,1,0.836241610738255,0
683,torrens_island_b,security_generic,2022,1266,1,1,0.879936808846761,0
684,torrens_island_b,security_generic,2022,312,1,1,0.807692307692308,0
685,torrens_island_b,security_generic,2022,60,0,1,0.483333333333333,0
686,torrens_island_b,security_generic,2022,187,1,1,0.262032085561497,1
687,torrens_island_b,security_generic,2022,66,0,0,0,0
688,torrens_island_b,security_generic,2022,114,0,0,0,0
689,torrens_island_b,security_generic,2022,119,0,0,0,0
690,torrens_island_b,security_generic,2022,131,1,1,0.50381679389313,0
691,torrens_island_b,security_generic,2022,102,1,1,0.362745098039216,0
692,torrens_island_b,security_generic,2022,216,1,1,0.75,0
693,torrens_island_b,security_generic,2022,72,1,1,1,0
694,torrens_island_b,security_generic,2022,189,0,1,0.296296296296296,0
695,torrens_island_b,security_generic,2022,175,1,1,0.691428571428571,0
696,torrens_island_b,security_generic,2022,175,1,1,0.691428571428571,0
697,torrens_island_b,security_generic,2022,203,0,1,0.320197044334975,0
698,torrens_island_b,security_generic,2022,13,0,0,0,0
699,torrens_island_b,security_generic,2022,113,1,1,0.115044247787611,0
700,torrens_island_b,security_generic,2022,119,0,0,0,0
701,torrens_island_b,security_generic,2022,18,0,0,0,0
702,torrens_island_b,security_generic,2022,131,1,1,0.366412213740458,0
703,torrens_island_b,security_generic,2022,540,1,1,0.853703703703704,1
704,torrens_island_b,security_generic,2022,547,1,1,0.842778793418647,1
705,torrens_island_b,security_generic,2022,36,0,0,0,0
706,torrens_island_b,security_generic,2022,79,0,0,0,0
707,torrens_island_b,security_generic,2022,169,1,1,0.218934911242604,0
708,torrens_island_b,security_generic,2022,186,1,1,0.354838709677419,0
709,torrens_island_b,security_generic,2022,180,1,1,0.338888888888889,0
710,torrens_island_b,security_generic,2022,137,1,1,0.131386861313869,0
711,torrens_island_b,security_generic,2022,90,0,0,0,0
712,torrens_island_b,security_generic,2022,66,0,0,0,0
713,torrens_island_b,security_generic,2022,96,0,1,0.75,0
714,torrens_island_b,security_generic,2022,1188,1,1,0.883838383838384,1
715,torrens_island_b,security_generic,2022,661,1,1,0.933434190620272,1
716,torrens_island_b,security_generic,2022,155,1,1,0.567741935483871,0
717,torrens_island_b,security_generic,2022,185,1,1,0.545945945945946,0
718,torrens_island_b,security_generic,2022,11,0,0,0,0
719,bips,security_generic,2022,13,0,0,0,0
720,torrens_island_b,security_generic,2022,84,0,1,0.380952380952381,0
721,quarantine_5,security_generic,2022,455,0,1,0.538461538461538,0
722,torrens_island_b,security_generic,2022,329,0,1,0.899696048632219,0
723,quarantine_5,security_generic,2022,133,0,0,0,0
724,torrens_island_b,security_generic,2022,310,1,1,0.525806451612903,0
725,torrens_island_b,security_generic,2022,54,1,1,0.796296296296296,0
726,torrens_island_b,security_generic,2022,113,0,0,0,0
727,torrens_island_b,security_generic,2022,378,0,1,0.695767195767196,0
728,quarantine_5,security_generic,2022,97,0,1,0.154639175257732,0
729,quarantine_5,security_generic,2022,180,1,1,0.338888888888889,0
730,quarantine_5,security_generic,2022,329,1,1,0.638297872340426,0
731,torrens_island_b,security_generic,2022,1992,1,1,0.997489959839357,1
732,torrens_island_b,security_generic,2022,456,1,1,0.791666666666667,0
733,torrens_island_b,security_generic,2022,144,1,1,0.972222222222222,0
734,torrens_island_b,security_generic,2022,1350,1,1,1,1
735,torrens_island_b,security_generic,2022,474,1,1,0.767932489451477,0
736,quarantine_5,security_generic,2022,150,1,1,0.173333333333333,0
737,torrens_island_b,security_generic,2022,169,1,1,0.195266272189349,0
738,torrens_island_b,security_generic,2022,72,0,0,0,0
739,torrens_island_b,security_generic,2022,78,0,0,0,0
740,torrens_island_b,security_generic,2022,108,0,0,0,0
741,torrens_island_b,security_generic,2022,103,0,0,0,0
742,torrens_island_b,security_generic,2022,83,0,0,0,0
743,torrens_island_b,security_generic,2022,126,1,1,0.0714285714285714,0
744,torrens_island_b,security_generic,2022,108,1,1,0.037037037037037,0
745,torrens_island_b,security_generic,2022,113,0,0,0,0
746,torrens_island_b,security_generic,2022,97,0,0,0,0
747,torrens_island_b,security_generic,2022,66,0,0,0,0
748,torrens_island_b,security_generic,2022,198,1,1,0.929292929292929,0
749,torrens_island_b,security_generic,2022,1058,1,1,0.828922495274102,0
750,torrens_island_b,security_generic,2022,204,1,1,0.990196078431373,0
751,torrens_island_b,security_generic,2022,133,1,1,0.947368421052632,0
752,torrens_island_b,security_generic,2022,108,1,1,0.0925925925925926,0
753,torrens_island_b,security_generic,2023,83,0,0,0,0
754,torrens_island_b,security_generic,2023,150,1,1,0.12,0
755,torrens_island_b,security_generic,2023,131,1,1,0.946564885496183,0
756,torrens_island_b,security_generic,2023,1548,1,1,0.920542635658915,0
757,torrens_island_b,security_generic,2023,1224,1,1,0.922385620915033,0
758,quarantine_5,security_generic,2023,66,0,0,0,0
759,quarantine_5,security_generic,2023,79,0,0,0,0
760,torrens_island_b,security_generic,2023,56,0,0,0,0
761,torrens_island_b,security_generic,2023,144,1,1,0.131944444444444,0
762,torrens_island_b,security_generic,2023,95,1,1,0.621052631578947,0
763,torrens_island_b,security_generic,2023,324,1,1,0.854938271604938,0
764,torrens_island_b,security_generic,2023,102,0,0,0,0
765,torrens_island_b,security_generic,2023,151,1,1,0.198675496688742,0
766,torrens_island_b,security_generic,2023,18,0,0,0,0
767,torrens_island_b,security_generic,2023,335,1,1,0.608955223880597,0
768,torrens_island_b,security_generic,2023,335,1,1,0.608955223880597,0
769,torrens_island_b,security_generic,2023,1257,1,1,0.895783611774065,0
770,torrens_island_b,security_generic,2023,666,1,1,0.984984984984985,0
771,torrens_island_b,security_generic,2023,389,1,1,0.753213367609255,0
772,torrens_island_b,security_generic,2023,83,0,0,0,0
773,torrens_island_b,security_generic,2023,77,0,0,0,0
774,torrens_island_b,security_generic,2023,90,0,0,0,0
775,bips,security_generic,2023,63,0,0,0,0
776,torrens_island_b,security_generic,2023,115,0,1,0.191304347826087,0
777,torrens_island_b,security_generic,2023,96,0,1,0.104166666666667,0
778,torrens_island_b,security_generic,2023,194,1,1,0.412371134020619,0
779,torrens_island_b,security_generic,2023,114,1,1,0.131578947368421,0
780,quarantine_5,security_generic,2023,65,0,0,0,0
781,torrens_island_b,security_generic,2023,85,0,1,0.0941176470588235,0
782,torrens_island_b,security_generic,2023,156,1,1,0.230769230769231,0
783,torrens_island_b,security_generic,2023,79,1,1,0.392405063291139,0
784,torrens_island_b,security_generic,2023,85,0,0,0,0
785,torrens_island_b,security_generic,2023,113,0,0,0,0
786,torrens_island_b,security_generic,2023,90,0,0,0,0
787,torrens_island_b,security_generic,2023,119,0,1,0.991596638655462,0
788,torrens_island_b,security_generic,2023,965,1,1,0.842487046632124,0
789,torrens_island_b,security_generic,2023,666,1,1,0.828828828828829,0
790,torrens_island_b,security_generic,2023,115,1,1,0.182608695652174,0
791,torrens_island_b,security_generic,2023,119,1,1,0.210084033613445,0
792,torrens_island_b,security_generic,2023,90,0,0,0,0
793,torrens_island_b,security_generic,2023,189,1,1,0.365079365079365,0
794,torrens_island_b,security_generic,2023,77,0,1,0.168831168831169,0
795,torrens_island_b,security_generic,2023,103,0,1,0.252427184466019,0
796,pelican_point_gt,security_generic,2023,83,0,0,0,0
797,quarantine_5,security_generic,2023,103,0,0,0,0
798,torrens_island_b,security_generic,2023,191,0,1,0.272251308900524,0
799,torrens_island_b,security_generic,2023,149,0,1,0.348993288590604,0
800,torrens_island_b,security_generic,2023,97,0,0,0,0
801,torrens_island_b,security_generic,2023,72,0,0,0,0
802,torrens_island_b,security_generic,2023,450,1,1,0.984444444444444,0
803,torrens_island_b,security_generic,2023,954,1,1,0.864779874213837,0
804,bips,security_generic,2023,16,0,0,0,0
805,torrens_island_b,security_generic,2023,108,1,1,1,0
806,torrens_island_b,security_generic,2023,90,0,1,0.0333333333333333,0
807,torrens_island_b,security_generic,2023,65,0,0,0,0
808,torrens_island_b,security_generic,2023,144,1,1,0.152777777777778,0
809,torrens_island_b,security_generic,2023,205,1,1,0.370731707317073,0
810,torrens_island_b,security_generic,2023,90,0,0,0,0
811,quarantine_5,security_generic,2023,31,0,0,0,0
812,torrens_island_b,security_generic,2023,126,1,1,0.0555555555555556,0
813,torrens_island_b,security_generic,2023,101,0,0,0,0
814,torrens_island_b,security_generic,2023,84,0,1,0.166666666666667,0
815,torrens_island_b,security_generic,2023,65,0,1,0.107692307692308,0
816,torrens_island_b,security_generic,2023,198,1,1,0.46969696969697,0
817,torrens_island_b,security_generic,2023,191,1,1,0.450261780104712,0
818,torrens_island_b,security_generic,2023,72,0,0,0,0
819,torrens_island_b,security_generic,2023,66,0,0,0,0
820,torrens_island_b,security_generic,2023,157,1,1,0.210191082802548,0
821,torrens_island_b,security_generic,2023,144,1,1,0.305555555555556,0
822,torrens_island_b,security_generic,2023,168,1,1,0.369047619047619,0
823,torrens_island_b,security_generic,2023,203,1,1,0.423645320197044,0
824,torrens_island_b,security_generic,2023,102,0,0,0,0
825,torrens_island_b,security_generic,2023,83,0,0,0,0
826,torrens_island_b,security_generic,2023,108,0,0,0,0
827,torrens_island_b,security_generic,2023,390,1,1,0.684615384615385,0
828,torrens_island_b,security_generic,2023,103,0,0,0,0
829,torrens_island_b,security_generic,2023,103,0,1,0.213592233009709,0
830,quarantine_5,security_generic,2023,77,0,0,0,0
831,torrens_island_b,security_generic,2023,198,1,1,0.393939393939394,0
832,torrens_island_b,security_generic,2023,102,0,0,0,0
833,torrens_island_b,security_generic,2023,72,0,0,0,0
834,torrens_island_b,security_generic,2023,106,0,1,0.924528301886792,0
835,torrens_island_b,security_generic,2023,984,0,1,0.791666666666667,1
836,torrens_island_b,security_generic,2023,149,1,1,0.899328859060403,0
837,quarantine_5,security_generic,2023,252,0,1,0.51984126984127,0
838,torrens_island_b,security_generic,2023,222,1,1,0.608108108108108,0
839,bips,security_generic,2023,9,0,0,0,0
840,torrens_island_b,security_generic,2023,90,0,0,0,0
841,torrens_island_b,security_generic,2023,95,0,0,0,0
842,torrens_island_b,security_generic,2023,83,0,0,0,0
843,torrens_island_b,security_generic,2023,66,0,0,0,0
844,torrens_island_b,security_generic,2023,108,0,0,0,0
845,torrens_island_b,security_generic,2023,90,0,0,0,0
846,torrens_island_b,security_generic,2023,407,0,1,0.653562653562654,0
847,torrens_island_b,security_generic,2023,113,0,1,0.938053097345133,0
848,torrens_island_b,security_generic,2023,95,0,0,0,0
849,torrens_island_b,security_generic,2023,102,0,0,0,0
850,torrens_island_b,security_generic,2023,67,0,0,0,0
851,torrens_island_b,security_generic,2023,90,0,0,0,0
852,torrens_island_b,security_generic,2023,72,0,0,0,0
853,torrens_island_b,security_generic,2023,113,1,1,0.63716814159292,0
854,torrens_island_b,security_generic,2023,101,1,1,0.663366336633663,0
855,bips,security_generic,2023,7,0,0,0,0
856,torrens_island_b,security_generic,2023,180,1,1,0.444444444444444,0
857,torrens_island_b,security_generic,2023,204,1,1,0.42156862745098,0
858,torrens_island_b,security_generic,2023,102,0,1,0.754901960784314,0
859,torrens_island_b,security_generic,2023,85,0,1,0.764705882352941,0
860,torrens_island_b,security_generic,2023,187,1,1,1,0
861,torrens_island_b,security_generic,2023,79,1,1,1,0
862,quarantine_5,security_generic,2023,90,0,0,0,0
863,mintaro,security_generic,2023,60,0,0,0,0
864,mintaro,security_generic,2023,87,0,1,0.0804597701149425,0
865,osborne_gt_st,security_generic,2023,77,0,0,0,0
866,torrens_island_b,security_generic,2023,101,0,0,0,0
867,mintaro,security_generic,2023,72,0,1,0.152777777777778,0
868,quarantine_5,security_generic,2023,101,0,0,0,0
869,mintaro,security_generic,2023,13,0,0,0,0
870,mintaro,security_generic,2023,72,0,0,0,0
871,osborne_gt_st,security_generic,2023,72,0,0,0,0
872,mintaro,security_generic,2023,72,0,0,0,0
873,mintaro,security_generic,2023,54,0,0,0,0
874,torrens_island_b,security_generic,2023,90,0,0,0,0
875,torrens_island_b,security_generic,2023,18,0,0,0,0
876,torrens_island_b,security_generic,2023,90,0,0,0,0
877,torrens_island_b,security_generic,2023,67,0,0,0,0
878,mintaro,security_generic,2023,58,0,0,0,0
879,mintaro,security_generic,2023,66,0,0,0,0
880,mintaro,security_generic,2023,72,0,0,0,0
881,quarantine_5,security_generic,2023,83,0,0,0,0
882,mintaro,security_generic,2023,744,1,1,0.791666666666667,0
883,osborne_gt_st,security_generic,2023,360,0,0,0,0
884,pelican_point_gt,security_generic,2023,54,0,0,0,0
885,osborne_gt_st,security_generic,2023,90,0,0,0,0
886,mintaro,security_generic,2023,84,0,0,0,0
887,osborne_gt_st,security_generic,2023,72,0,0,0,0
888,osborne_gt_st,security_generic,2023,78,0,0,0,1
889,mintaro,security_generic,2023,373,1,1,0.675603217158177,0
890,osborne_gt_st,security_generic,2023,227,0,0,0,1
891,mintaro,security_generic,2023,642,1,1,0.755451713395639,0
892,osborne_gt_st,security_generic,2023,606,0,0,0,0
893,torrens_island_b,security_generic,2023,43,0,0,0,0
894,mintaro,security_generic,2023,66,0,0,0,0
895,bips,security_generic,2023,36,0,0,0,0
896,mintaro,security_generic,2023,72,0,0,0,0
897,mintaro,security_generic,2023,83,0,1,0.108433734939759,0
898,osborne_gt_st,security_generic,2023,79,0,0,0,0
