DUID,regime,q,norm,ratio,lo,hi,price,plo,phi,n_mth
DRYCGT1,UN,0.4,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.4,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.4,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.4,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.4,registered,0.1,0.1,0.1,-998.4,-998.4,-998.3,34
PPCCGT,UP,0.4,registered,1.05219943814653,0.222971563880017,1.4555065463155,99.77,-729.995,200.8675,34
QPS5,UN,0.4,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.4,registered,2.61731278876055,1.31845531191444,111.696560552477,349.78,229.92,15490.7,30
TORRB2,UP,0.4,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.4,registered,75.8598144214741,1.51210925354133,121.412695875893,12914.75,229.92,16595.02,34
TORRB3,UP,0.4,registered,124.484252591259,88.3943426264692,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.4,registered,121.358051966162,50.0293012866228,140.277935097759,15500,12956.225,16597.51,31
TORRB3,DP,0.4,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.4,registered,43.0652556624691,1.39048104993114,126.010923630654,6737.7,238.85,16595.02,34
TORRB4,UP,0.4,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.4,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.4,registered,68.9578854855124,2.22233962519336,131.318293261543,15490.7,348.97,16595.02,31
BARKIPS1,UN,0.45,registered,140.673197518728,4.55453633490897,159.874214410991,15493.8,560.76,16600,35
DRYCGT1,UN,0.45,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.45,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.45,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.45,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.45,registered,0.1,0.1,0.1,-998.4,-998.4,-998.3,34
PPCCGT,UP,0.45,registered,1.13062002438142,0.222971563880017,1.71816004765303,136.24,-729.995,226.92,34
QPS5,UN,0.45,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.45,registered,3.16315423928591,1.45644600882172,125.992708994077,349.88,229.925,16318.94,30
TORRB2,UP,0.45,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.45,registered,82.7617433574357,1.71523667213796,121.412695875893,12914.75,232.1525,16595.02,34
TORRB3,UP,0.45,registered,124.484252591259,88.3943426264692,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.45,registered,121.358051966162,62.7881420270997,140.277935097759,15500,14244.2,16597.51,31
TORRB3,DP,0.45,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.45,registered,91.2519858023557,1.59076654877392,127.537594670049,12917.34,348.97,16595.02,34
TORRB4,UP,0.45,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.45,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.45,registered,68.9578854855124,2.50265006965093,131.318293261543,15490.7,348.97,16595.02,31
BARKIPS1,UN,0.5,registered,143.499643422771,59.7125014761106,162.487209149899,15493.8,12917.32,16600,35
DRYCGT1,UN,0.5,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.5,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.5,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.5,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.5,registered,0.1,0.1,0.1,-998.35,-998.4,-998.3,34
PPCCGT,UP,0.5,registered,89.7434518301463,0.365732186348058,176.075546462303,15500,-692.9325,16600,34
QPS5,UN,0.5,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.5,registered,3.36876796750259,1.45644600882172,125.992708994077,483.225,241.1325,16595.02,30
TORRB2,UP,0.5,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.5,registered,83.478848589739,2.24507718475645,126.030058096748,14202.725,348.97,16595.02,34
TORRB3,UP,0.5,registered,124.484252591259,88.3943426264692,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.5,registered,121.358051966162,75.8598144214741,140.277935097759,15500,14244.2,16597.51,31
TORRB3,DP,0.5,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.5,registered,100.98950903975,2.96654847061395,127.556729136143,14244.2,349.805,16595.02,34
TORRB4,UP,0.5,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.5,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.5,registered,118.309041808419,3.36876796750259,137.689217214602,15490.7,349.83,16595.02,31
BARKIPS1,UN,0.55,registered,143.499643422771,91.4299322267347,165.100203888806,15493.8,12955.71,16600,35
DRYCGT1,UN,0.55,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.55,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.55,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.55,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.55,registered,0.1,0.1,3.53668818691224,-998.3,-998.4,297.96,34
PPCCGT,UP,0.55,registered,133.99842659912,70.9458572898114,178.511317617537,15500,15500,16600,34
QPS5,UN,0.55,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.55,registered,63.07614515799,1.99919541591726,138.983576156181,12956.225,348.97,16595.02,30
TORRB2,UP,0.55,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.55,registered,84.1959538220423,2.86817837992134,133.216151321461,15490.7,349.1975,16595.02,34
TORRB3,UP,0.55,registered,124.484252591259,88.3943426264692,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.55,registered,121.358051966162,75.8598144214741,140.277935097759,15500,14244.2,16597.51,31
TORRB3,DP,0.55,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.55,registered,101.083459408292,3.36876796750259,133.195886246561,15490.7,402.56,16595.02,34
TORRB4,UP,0.55,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.55,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.55,registered,121.358051966162,3.36876796750259,140.277935097759,15500,455.19,16595.02,31
BARKIPS1,UN,0.6,registered,143.499643422771,91.4299322267347,165.100203888806,15493.8,14044.785,16600,35
DRYCGT1,UN,0.6,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.6,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.6,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.6,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.6,registered,0.1,0.1,57.6878675118793,-998.3,-998.4,11699.49,34
PPCCGT,UP,0.6,registered,133.99842659912,70.9458572898114,178.511317617537,15500,15500,16600,34
QPS5,UN,0.6,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.6,registered,118.309041808419,2.86817837992134,138.983576156181,15490.7,363.8825,16595.02,30
TORRB2,UP,0.6,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.6,registered,109.649275424084,3.36876796750259,133.216151321461,15490.7,363.8825,16595.02,34
TORRB3,UP,0.6,registered,124.484252591259,88.3943426264692,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.6,registered,121.358051966162,91.8756261985928,140.298983102425,15500,15490.7,16597.51,31
TORRB3,DP,0.6,registered,127.563107291507,83.478848589739,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.6,registered,121.394481239316,82.7245005729249,138.976821131214,15500,12914.75,16598.755,34
TORRB4,UP,0.6,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.6,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.6,registered,121.43091051247,50.0123157670522,140.277935097759,15500,12956.225,16595.02,31
BARKIPS1,UN,0.65,registered,143.499643422771,108.888444034502,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,UN,0.65,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.65,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.65,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.65,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.65,registered,0.388504936530324,0.1,75.7274106355484,-468.97,-998.4,15500,34
PPCCGT,UP,0.65,registered,133.99842659912,70.9458572898114,178.511317617537,15500,15500,16600,34
QPS5,UN,0.65,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.65,registered,118.309041808419,3.08737125381176,140.277935097759,15490.7,444.5125,16595.02,30
TORRB2,UP,0.65,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.65,registered,118.309041808419,16.6726828580134,133.216151321461,15500,3533.0375,16595.02,34
TORRB3,UP,0.65,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.65,registered,121.358051966162,91.9059412403297,140.298983102425,15500,15490.7,16597.51,31
TORRB3,DP,0.65,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.65,registered,125.472778207893,88.3943426264692,140.277935097759,16047.51,12997.7,16598.755,34
TORRB4,UP,0.65,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.65,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.65,registered,125.472778207893,56.6014130491163,142.864705624712,15500,12997.7,16595.02,31
BARKIPS1,UN,0.7,registered,143.499643422771,108.888444034502,165.100203888806,15493.8,15095.47,16600,35
DRYCGT1,UN,0.7,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.7,registered,109.592954993486,88.6819497367496,120.016810366689,16586.72,15486.05,16586.72,35
DRYCGT3,UN,0.7,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.7,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.7,registered,1.24881083338782,0.840936386938403,101.533025773182,137.21,81.8075,15500,34
PPCCGT,UP,0.7,registered,145.322528168722,75.7274106355484,178.511317617537,15500,15500,16600,34
QPS5,UN,0.7,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.7,registered,118.309041808419,8.5329661837854,140.277935097759,15490.7,2064.8125,16595.02,30
TORRB2,UP,0.7,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.7,registered,118.309041808419,59.6601699491143,140.277935097759,15500,13460.685,16595.02,34
TORRB3,UP,0.7,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.7,registered,121.358051966162,91.9059412403297,140.298983102425,15500,15490.7,16597.51,31
TORRB3,DP,0.7,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.7,registered,126.505186438971,100.98950903975,140.277935097759,16047.51,15098.49,16598.755,34
TORRB4,UP,0.7,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.7,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.7,registered,125.472778207893,56.6014130491163,142.864705624712,15500,14048.095,16595.02,31
BARKIPS1,UN,0.75,registered,146.242670478206,120.137549131461,165.100203888806,16600,15294.635,16600,35
DRYCGT1,UN,0.75,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.75,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,UN,0.75,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.75,registered,0.1,0.1,0.1,-999.4,-999.9,-999.2,33
PPCCGT,UN,0.75,registered,2.30571247986787,1.51348604269874,123.053396318633,316.98,172.15,15500,34
PPCCGT,UP,0.75,registered,156.646629738325,75.7274106355484,183.381277343979,16050,15500,16600,34
QPS5,UN,0.75,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.75,registered,119.833546887291,40.5132692494343,140.277935097759,15490.7,8161.6625,16595.02,30
TORRB2,UP,0.75,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.75,registered,119.869976160444,82.7245005729249,140.277935097759,15500,15196.5425,16595.02,34
TORRB3,UP,0.75,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.75,registered,121.358051966162,91.9059412403297,140.298983102425,15500,15490.7,16597.51,31
TORRB3,DP,0.75,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.75,registered,126.505186438971,100.98950903975,140.277935097759,16047.51,15098.49,16598.755,34
TORRB4,UP,0.75,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.75,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.75,registered,125.472778207893,56.6014130491163,142.864705624712,15500,15098.49,16595.02,31
BARKIPS1,UN,0.8,registered,146.242670478206,120.638158714339,165.100203888806,16600,15493.8,16600,35
DRYCGT1,UN,0.8,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.8,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,UN,0.8,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.8,registered,1.09393852251486,0.877499241011407,1.32005270157293,137.62,99.92,171.98,33
PPCCGT,UN,0.8,registered,2.75995310883188,1.66558360240168,123.053396318633,320.905,173.16,15500,34
PPCCGT,UP,0.8,registered,156.646629738325,75.7274106355484,183.381277343979,16050,15500,16600,34
QPS5,UN,0.8,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.8,registered,121.358051966162,72.3964356919896,140.277935097759,15490.7,12935.4875,16595.02,30
TORRB2,UP,0.8,registered,127.550350980778,87.3338422988827,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.8,registered,119.869976160444,82.7245005729249,140.277935097759,15500,15196.5425,16595.02,34
TORRB3,UP,0.8,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.8,registered,121.358051966162,91.9059412403297,140.298983102425,15500,15490.7,16597.51,31
TORRB3,DP,0.8,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.8,registered,126.505186438971,100.98950903975,140.277935097759,16047.51,15098.49,16598.755,34
TORRB4,UP,0.8,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.8,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.8,registered,125.472778207893,56.6014130491163,142.864705624712,15500,15098.49,16595.02,31
BARKIPS1,UN,0.85,registered,151.443035783826,120.638158714339,167.496417769417,16600,15493.8,16600,35
DRYCGT1,UN,0.85,registered,109.592954993486,31.4958454247693,117.445075899193,15887.72,4605.08,15887.72,35
DRYCGT2,UN,0.85,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,UN,0.85,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.85,registered,1.20016046325043,0.934756228768568,1.52751875786095,139.99,104.99,181.98,33
PPCCGT,UN,0.85,registered,3.27387270946341,2.02083071169847,158.416065396518,324.4,227.0725,16325,34
PPCCGT,UP,0.85,registered,156.646629738325,84.329282348093,185.004597252793,16586.72,15500,16600,34
QPS5,UN,0.85,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.85,registered,123.415415087028,72.3964356919896,140.277935097759,15490.7,12997.7,16595.02,30
TORRB2,UP,0.85,registered,127.550350980778,105.364864794523,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.85,registered,119.869976160444,82.7245005729249,140.277935097759,15500,15196.5425,16595.02,34
TORRB3,UP,0.85,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.85,registered,121.358051966162,91.9059412403297,140.298983102425,15500,15490.7,16597.51,31
TORRB3,DP,0.85,registered,127.563107291507,91.9059412403297,140.320031107091,15500,15500,16600,31
TORRB4,UN,0.85,registered,126.505186438971,100.98950903975,140.277935097759,16047.51,15490.7,16598.755,34
TORRB4,UP,0.85,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.85,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.85,registered,125.472778207893,56.6014130491163,142.864705624712,15500,15098.49,16595.02,31
BARKIPS1,UN,0.9,registered,151.443035783826,120.638158714339,167.496417769417,16600,15493.8,16600,35
DRYCGT1,UN,0.9,registered,109.592954993486,31.4958454247693,119.496353994374,15887.72,4605.08,16187.26,35
DRYCGT2,UN,0.9,registered,109.592954993486,88.6819497367496,120.028611041822,16586.72,15486.05,16600,35
DRYCGT3,UN,0.9,registered,109.076421031813,31.4327864345202,115.730558655826,15787.8,4595.86,15787.8,35
OSB-AG,UN,0.9,registered,1.28154501369196,0.934756228768568,2.00012209160359,142.89,116.98,299.37,33
PPCCGT,UN,0.9,registered,60.1737087853745,2.41354075395274,168.768232996601,11228.95,262.0125,16600,34
PPCCGT,UP,0.9,registered,164.58155742383,110.134897485727,185.004597252793,16586.72,15500,16600,34
QPS5,UN,0.9,registered,145.024055947807,118.110622201637,165.541471037479,15905.205,15300.05,16510.36,34
TORRB2,UN,0.9,registered,123.415415087028,82.7120863114212,140.277935097759,16042.86,13522.8975,16595.02,30
TORRB2,UP,0.9,registered,127.550350980778,105.364864794523,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.9,registered,119.88772784222,82.7245005729249,140.277935097759,15500,15490.7,16595.02,34
TORRB3,UP,0.9,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.9,registered,121.358051966162,91.9059412403297,140.298983102425,15500,15490.7,16600,31
TORRB3,DP,0.9,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,UN,0.9,registered,126.505186438971,100.98950903975,140.277935097759,16047.51,15490.7,16598.755,34
TORRB4,UP,0.9,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.9,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.9,registered,125.472778207893,69.6652424400541,142.864705624712,15500,15294.595,16595.02,31
BARKIPS1,UN,0.95,registered,151.443035783826,120.638158714339,167.496417769417,16600,15500,16600,35
DRYCGT1,UN,0.95,registered,111.647372937315,61.7339544245891,122.14818930026,15887.72,15500,16600,35
DRYCGT2,UN,0.95,registered,111.647372937315,88.6819497367496,124.24085665057,16586.72,15500,16600,35
DRYCGT3,UN,0.95,registered,109.076421031813,35.257823893946,120.248512678884,15787.8,8855.145,16593.36,35
OSB-AG,UN,0.95,registered,60.9606502042992,1.28154501369196,167.399459481263,15098.49,172.89,16600,33
PPCCGT,UN,0.95,registered,147.19665422509,39.0267543831099,185.004597252793,15500,5446.7125,16600,34
PPCCGT,UP,0.95,registered,168.768232996601,133.99842659912,189.692483754127,16586.72,15500,16600,34
QPS5,UN,0.95,registered,145.942774933287,118.110622201637,167.17840279753,16005.18,15300.05,16510.36,34
TORRB2,UN,0.95,registered,123.415415087028,82.7120863114212,140.277935097759,16047.51,15196.5425,16595.02,30
TORRB2,UP,0.95,registered,127.550350980778,105.364864794523,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,0.95,registered,123.451844360181,101.004666560618,140.277935097759,16047.51,15490.7,16598.755,34
TORRB3,UP,0.95,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,0.95,registered,121.358051966162,100.39618368525,140.298983102425,15500,15490.7,16600,31
TORRB3,DP,0.95,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,UN,0.95,registered,126.505186438971,100.98950903975,140.277935097759,16047.51,15490.7,16598.755,34
TORRB4,UP,0.95,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,0.95,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,0.95,registered,125.472778207893,82.7120863114212,142.864705624712,15500,15490.7,16595.02,31
BARKIPS1,UN,1,registered,151.443035783826,120.638158714339,167.496417769417,16600,15500,16600,35
DRYCGT1,UN,1,registered,111.647372937315,88.7618353885993,124.291430519266,16600,15500,16600,35
DRYCGT2,UN,1,registered,111.647372937315,88.7218925626745,124.291430519266,16600,15500,16600,35
DRYCGT3,UN,1,registered,111.647372937315,88.7218925626745,124.291430519266,15787.8,15500,16600,35
OSB-AG,UN,1,registered,145.084354851995,121.123273797988,167.399459481263,16586.72,15500,16600,33
PPCCGT,UN,1,registered,168.768232996601,133.99842659912,189.948380977374,16600,15500,16600,34
PPCCGT,UP,1,registered,168.768232996601,133.99842659912,189.948380977374,16600,15500,16600,34
QPS5,UN,1,registered,146.325822143588,119.654160876949,168.086067562367,16050,15500,16600,34
TORRB2,UN,1,registered,123.415415087028,82.7120863114212,140.277935097759,16047.51,15490.7,16595.02,30
TORRB2,UP,1,registered,127.550350980778,105.364864794523,144.137042883523,16595.02,15500,16600,30
TORRB3,UN,1,registered,123.451844360181,101.004666560618,140.277935097759,16047.51,15493.025,16598.755,34
TORRB3,UP,1,registered,124.484252591259,101.050139123224,140.309507104758,16047.51,15500,16600,34
TORRB3,DN,1,registered,121.358051966162,100.39618368525,140.298983102425,15500,15490.7,16600,31
TORRB3,DP,1,registered,127.563107291507,101.050139123224,140.320031107091,16595.02,15500,16600,31
TORRB4,UN,1,registered,126.505186438971,100.98950903975,140.309507104758,16047.51,15490.7,16600,34
TORRB4,UP,1,registered,127.537594670049,82.7617433574357,145.453016047148,15500,15500,16600,33
TORRB4,DP,1,registered,127.563107291507,82.7617433574357,145.453016047148,15500,15500,16600,29
TORRB4,DN,1,registered,125.472778207893,82.7120863114212,142.864705624712,15500,15490.7,16595.02,31
TORRB2,DP,0.05,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DN,0.05,MAXAVAIL,0.1,0.1,0.1,-999.7,-999.8,-999.4,27
TORRB2,DP,0.1,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DN,0.1,MAXAVAIL,0.1,0.1,0.1,-999.7,-999.8,-999.4,27
TORRB2,DP,0.15,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DN,0.15,MAXAVAIL,0.1,0.1,0.1,-999.7,-999.8,-999.4,27
TORRB2,DP,0.2,MAXAVAIL,127.537594670049,82.7120863114212,142.843657620046,15490.7,15490.7,16595.02,27
TORRB2,DN,0.2,MAXAVAIL,0.1,0.1,0.1,-999.7,-999.8,-999.4,27
TORRB2,DP,0.25,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.25,MAXAVAIL,1.14662570767694,0.1,3.56626915670542,175.88,-999.7,560.765,27
TORRB2,DP,0.3,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.3,MAXAVAIL,1.22727656198107,0.1,3.8805207572615,175.93,-999.7,560.765,27
TORRB2,DP,0.35,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.35,MAXAVAIL,118.309041808419,2.16869099700811,135.073479231579,15490.7,349.375,16595.02,27
TORRB2,DP,0.4,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.4,MAXAVAIL,118.309041808419,2.16869099700811,135.073479231579,15490.7,349.375,16595.02,27
TORRB2,DP,0.45,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.45,MAXAVAIL,118.309041808419,2.88131650027319,135.073479231579,15490.7,455.33,16595.02,27
TORRB2,DP,0.5,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.5,MAXAVAIL,121.358051966162,29.9765977485241,137.675707164669,16595.02,6737.815,16595.02,27
TORRB2,DP,0.55,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.55,MAXAVAIL,121.358051966162,51.8797125684809,137.675707164669,16595.02,12914.75,16595.02,27
TORRB2,DP,0.6,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.6,MAXAVAIL,121.358051966162,51.8797125684809,137.675707164669,16595.02,12914.75,16595.02,27
TORRB2,DP,0.65,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.65,MAXAVAIL,121.358051966162,51.8797125684809,137.675707164669,16595.02,12914.75,16595.02,27
TORRB2,DP,0.7,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.7,MAXAVAIL,121.358051966162,51.8797125684809,137.675707164669,16595.02,12914.75,16595.02,27
TORRB2,DP,0.75,MAXAVAIL,127.537594670049,91.8507976755856,142.843657620046,16595.02,15490.7,16595.02,27
TORRB2,DN,0.75,MAXAVAIL,125.472778207893,75.8349858984668,140.277935097759,16595.02,14048.095,16595.02,27
